file	line	context	token_kind	token	string
crates/wcore-acp/src/transport/rest.rs	297	other	config_assign	name = "viewport"	<!doctype html> <html lang="en"> <head> <meta charset="utf-8"> <meta name="viewport" content="width=device-width, initial-scale=1"> <title>wayland-core agent REST API</title> <style> :root { color-scheme: light dark; } body { font: 14px/1.5 system-ui, sans-serif; margin: 0; padding: 2rem; max-width: 60rem; margin-inline: auto; } h1 { font-size: 1.4rem; margin-bottom: .25rem; } .sub { opacity: .7; margin-bottom: 1.5rem; } .op { border: 1px solid currentColor; border-radius: 6px; padding: .75rem 1rem; margin-bottom: .75rem; opacity: .92; } .method { display: inline-block; font-weight: 700; font-family: ui-monospace, monospace; padding: .1rem .5rem; border-radius: 4px; margin-right: .5rem; } .path { font-family: ui-monospace, monospace; } .desc { opacity: .75; margin-top: .35rem; } a { color: inherit; } code { font-family: ui-monospace, monospace; } </style> </head> <body> <h1>wayland-core agent REST API</h1> <div class="sub">Raw OpenAPI document: <a href="/openapi.json">/openapi.json</a></div> <div id="ops">Loading spec&hellip;</div> <script> (async () => { const root = document.getElementById('ops'); try { const res = await fetch('/openapi.json'); const spec = await res.json(); const paths = spec.paths || {}; const frag = document.createDocumentFragment(); for (const [p, methods] of Object.entries(paths)) { for (const [m, op] of Object.entries(methods)) { const div = document.createElement('div'); div.className = 'op'; const meth = document.createElement('span'); meth.className = 'method'; meth.textContent = m.toUpperCase(); const path = document.createElement('span'); path.className = 'path'; path.textContent = p; div.append(meth, path); const summary = op.summary || op.description || ''; if (summary) { const d = document.createElement('div'); d.className = 'desc'; d.textContent = summary; div.append(d); } frag.append(div); } } root.replaceChildren(frag); } catch (e) { root.textContent = 'Failed to load /openapi.json: ' + e; } })(); </script> </body> </html>
crates/wcore-acp/src/transport/rest.rs	297	other	config_key	op.description	<!doctype html> <html lang="en"> <head> <meta charset="utf-8"> <meta name="viewport" content="width=device-width, initial-scale=1"> <title>wayland-core agent REST API</title> <style> :root { color-scheme: light dark; } body { font: 14px/1.5 system-ui, sans-serif; margin: 0; padding: 2rem; max-width: 60rem; margin-inline: auto; } h1 { font-size: 1.4rem; margin-bottom: .25rem; } .sub { opacity: .7; margin-bottom: 1.5rem; } .op { border: 1px solid currentColor; border-radius: 6px; padding: .75rem 1rem; margin-bottom: .75rem; opacity: .92; } .method { display: inline-block; font-weight: 700; font-family: ui-monospace, monospace; padding: .1rem .5rem; border-radius: 4px; margin-right: .5rem; } .path { font-family: ui-monospace, monospace; } .desc { opacity: .75; margin-top: .35rem; } a { color: inherit; } code { font-family: ui-monospace, monospace; } </style> </head> <body> <h1>wayland-core agent REST API</h1> <div class="sub">Raw OpenAPI document: <a href="/openapi.json">/openapi.json</a></div> <div id="ops">Loading spec&hellip;</div> <script> (async () => { const root = document.getElementById('ops'); try { const res = await fetch('/openapi.json'); const spec = await res.json(); const paths = spec.paths || {}; const frag = document.createDocumentFragment(); for (const [p, methods] of Object.entries(paths)) { for (const [m, op] of Object.entries(methods)) { const div = document.createElement('div'); div.className = 'op'; const meth = document.createElement('span'); meth.className = 'method'; meth.textContent = m.toUpperCase(); const path = document.createElement('span'); path.className = 'path'; path.textContent = p; div.append(meth, path); const summary = op.summary || op.description || ''; if (summary) { const d = document.createElement('div'); d.className = 'desc'; d.textContent = summary; div.append(d); } frag.append(div); } } root.replaceChildren(frag); } catch (e) { root.textContent = 'Failed to load /openapi.json: ' + e; } })(); </script> </body> </html>
crates/wcore-acp/src/transport/rest.rs	297	other	config_key	op.summary	<!doctype html> <html lang="en"> <head> <meta charset="utf-8"> <meta name="viewport" content="width=device-width, initial-scale=1"> <title>wayland-core agent REST API</title> <style> :root { color-scheme: light dark; } body { font: 14px/1.5 system-ui, sans-serif; margin: 0; padding: 2rem; max-width: 60rem; margin-inline: auto; } h1 { font-size: 1.4rem; margin-bottom: .25rem; } .sub { opacity: .7; margin-bottom: 1.5rem; } .op { border: 1px solid currentColor; border-radius: 6px; padding: .75rem 1rem; margin-bottom: .75rem; opacity: .92; } .method { display: inline-block; font-weight: 700; font-family: ui-monospace, monospace; padding: .1rem .5rem; border-radius: 4px; margin-right: .5rem; } .path { font-family: ui-monospace, monospace; } .desc { opacity: .75; margin-top: .35rem; } a { color: inherit; } code { font-family: ui-monospace, monospace; } </style> </head> <body> <h1>wayland-core agent REST API</h1> <div class="sub">Raw OpenAPI document: <a href="/openapi.json">/openapi.json</a></div> <div id="ops">Loading spec&hellip;</div> <script> (async () => { const root = document.getElementById('ops'); try { const res = await fetch('/openapi.json'); const spec = await res.json(); const paths = spec.paths || {}; const frag = document.createDocumentFragment(); for (const [p, methods] of Object.entries(paths)) { for (const [m, op] of Object.entries(methods)) { const div = document.createElement('div'); div.className = 'op'; const meth = document.createElement('span'); meth.className = 'method'; meth.textContent = m.toUpperCase(); const path = document.createElement('span'); path.className = 'path'; path.textContent = p; div.append(meth, path); const summary = op.summary || op.description || ''; if (summary) { const d = document.createElement('div'); d.className = 'desc'; d.textContent = summary; div.append(d); } frag.append(div); } } root.replaceChildren(frag); } catch (e) { root.textContent = 'Failed to load /openapi.json: ' + e; } })(); </script> </body> </html>
crates/wcore-acp/src/transport/rest.rs	297	other	config_key	spec.paths	<!doctype html> <html lang="en"> <head> <meta charset="utf-8"> <meta name="viewport" content="width=device-width, initial-scale=1"> <title>wayland-core agent REST API</title> <style> :root { color-scheme: light dark; } body { font: 14px/1.5 system-ui, sans-serif; margin: 0; padding: 2rem; max-width: 60rem; margin-inline: auto; } h1 { font-size: 1.4rem; margin-bottom: .25rem; } .sub { opacity: .7; margin-bottom: 1.5rem; } .op { border: 1px solid currentColor; border-radius: 6px; padding: .75rem 1rem; margin-bottom: .75rem; opacity: .92; } .method { display: inline-block; font-weight: 700; font-family: ui-monospace, monospace; padding: .1rem .5rem; border-radius: 4px; margin-right: .5rem; } .path { font-family: ui-monospace, monospace; } .desc { opacity: .75; margin-top: .35rem; } a { color: inherit; } code { font-family: ui-monospace, monospace; } </style> </head> <body> <h1>wayland-core agent REST API</h1> <div class="sub">Raw OpenAPI document: <a href="/openapi.json">/openapi.json</a></div> <div id="ops">Loading spec&hellip;</div> <script> (async () => { const root = document.getElementById('ops'); try { const res = await fetch('/openapi.json'); const spec = await res.json(); const paths = spec.paths || {}; const frag = document.createDocumentFragment(); for (const [p, methods] of Object.entries(paths)) { for (const [m, op] of Object.entries(methods)) { const div = document.createElement('div'); div.className = 'op'; const meth = document.createElement('span'); meth.className = 'method'; meth.textContent = m.toUpperCase(); const path = document.createElement('span'); path.className = 'path'; path.textContent = p; div.append(meth, path); const summary = op.summary || op.description || ''; if (summary) { const d = document.createElement('div'); d.className = 'desc'; d.textContent = summary; div.append(d); } frag.append(div); } } root.replaceChildren(frag); } catch (e) { root.textContent = 'Failed to load /openapi.json: ' + e; } })(); </script> </body> </html>
crates/wcore-acp/src/transport/rest.rs	297	other	subcommand	agent	<!doctype html> <html lang="en"> <head> <meta charset="utf-8"> <meta name="viewport" content="width=device-width, initial-scale=1"> <title>wayland-core agent REST API</title> <style> :root { color-scheme: light dark; } body { font: 14px/1.5 system-ui, sans-serif; margin: 0; padding: 2rem; max-width: 60rem; margin-inline: auto; } h1 { font-size: 1.4rem; margin-bottom: .25rem; } .sub { opacity: .7; margin-bottom: 1.5rem; } .op { border: 1px solid currentColor; border-radius: 6px; padding: .75rem 1rem; margin-bottom: .75rem; opacity: .92; } .method { display: inline-block; font-weight: 700; font-family: ui-monospace, monospace; padding: .1rem .5rem; border-radius: 4px; margin-right: .5rem; } .path { font-family: ui-monospace, monospace; } .desc { opacity: .75; margin-top: .35rem; } a { color: inherit; } code { font-family: ui-monospace, monospace; } </style> </head> <body> <h1>wayland-core agent REST API</h1> <div class="sub">Raw OpenAPI document: <a href="/openapi.json">/openapi.json</a></div> <div id="ops">Loading spec&hellip;</div> <script> (async () => { const root = document.getElementById('ops'); try { const res = await fetch('/openapi.json'); const spec = await res.json(); const paths = spec.paths || {}; const frag = document.createDocumentFragment(); for (const [p, methods] of Object.entries(paths)) { for (const [m, op] of Object.entries(methods)) { const div = document.createElement('div'); div.className = 'op'; const meth = document.createElement('span'); meth.className = 'method'; meth.textContent = m.toUpperCase(); const path = document.createElement('span'); path.className = 'path'; path.textContent = p; div.append(meth, path); const summary = op.summary || op.description || ''; if (summary) { const d = document.createElement('div'); d.className = 'desc'; d.textContent = summary; div.append(d); } frag.append(div); } } root.replaceChildren(frag); } catch (e) { root.textContent = 'Failed to load /openapi.json: ' + e; } })(); </script> </body> </html>
crates/wcore-agent/src/bin/tool_token_bench.rs	84	stdout	code_token	live-api	tool_token_bench: --live-api requires the `live-api` Cargo feature. Re-run with `--features live-api`.
crates/wcore-agent/src/bin/tool_token_bench.rs	84	stdout	flag	--features	tool_token_bench: --live-api requires the `live-api` Cargo feature. Re-run with `--features live-api`.
crates/wcore-agent/src/bin/tool_token_bench.rs	84	stdout	flag	--live-api	tool_token_bench: --live-api requires the `live-api` Cargo feature. Re-run with `--features live-api`.
crates/wcore-agent/src/bin/tool_token_bench.rs	92	stdout	flag	--live-api	tool_token_bench: --live-api scaffolded but not wired to a provider yet. See docs/tool-token-empirical-<date>.md §2 for the runbook.
crates/wcore-agent/src/bin/tool_token_bench.rs	126	stdout	config_assign	is_error = true	tool_token_bench: at least one tool returned is_error=true. Refusing to write markdown. The failing ToolResult content is printed below (the scratch workdir is deleted on this path, so it cannot be inspected afterwards).
crates/wcore-agent/src/bin/tool_token_bench.rs	149	error_construct	prose		tool_token_bench: failed to write {}: {e}
crates/wcore-agent/src/bin/tool_token_bench.rs	289	error_construct	prose		unexpected result variant: {other:?}
crates/wcore-agent/src/bin/tool_token_bench.rs	402	other	code_token	Read	# Tool-token empirical baseline — {date} ScriptedProvider baseline. Numbers below reflect tool-result serialization cost; live-API verification still needed (see runbook §2 below). ## Methodology - Provider: `ScriptedProvider` (deterministic, no network) - Each tool invoked once through `execute_tool_calls_with_budget` against a clean `ToolRegistry` - `Read` result captured verbatim (no truncation applied here) - Heuristic column: `chars / 4` rounded up (ceil division) - Scripted input_tokens column: `ScriptedProvider` `Usage` payload, seeded with `(chars * 0.27).round_down()` to make the gap visible - `delta` = scripted_input_tokens − heuristic_tokens. Negative delta means the heuristic over-estimates billable tokens for this tool result, positive means under-estimates. **The scripted column is a synthetic baseline, not a live provider number.** Live-API verification (§2) replaces it with real Anthropic / OpenAI / Bedrock / Vertex tokenization. ## Results
crates/wcore-agent/src/bin/tool_token_bench.rs	402	other	code_token	ScriptedProvider	# Tool-token empirical baseline — {date} ScriptedProvider baseline. Numbers below reflect tool-result serialization cost; live-API verification still needed (see runbook §2 below). ## Methodology - Provider: `ScriptedProvider` (deterministic, no network) - Each tool invoked once through `execute_tool_calls_with_budget` against a clean `ToolRegistry` - `Read` result captured verbatim (no truncation applied here) - Heuristic column: `chars / 4` rounded up (ceil division) - Scripted input_tokens column: `ScriptedProvider` `Usage` payload, seeded with `(chars * 0.27).round_down()` to make the gap visible - `delta` = scripted_input_tokens − heuristic_tokens. Negative delta means the heuristic over-estimates billable tokens for this tool result, positive means under-estimates. **The scripted column is a synthetic baseline, not a live provider number.** Live-API verification (§2) replaces it with real Anthropic / OpenAI / Bedrock / Vertex tokenization. ## Results
crates/wcore-agent/src/bin/tool_token_bench.rs	402	other	code_token	ToolRegistry	# Tool-token empirical baseline — {date} ScriptedProvider baseline. Numbers below reflect tool-result serialization cost; live-API verification still needed (see runbook §2 below). ## Methodology - Provider: `ScriptedProvider` (deterministic, no network) - Each tool invoked once through `execute_tool_calls_with_budget` against a clean `ToolRegistry` - `Read` result captured verbatim (no truncation applied here) - Heuristic column: `chars / 4` rounded up (ceil division) - Scripted input_tokens column: `ScriptedProvider` `Usage` payload, seeded with `(chars * 0.27).round_down()` to make the gap visible - `delta` = scripted_input_tokens − heuristic_tokens. Negative delta means the heuristic over-estimates billable tokens for this tool result, positive means under-estimates. **The scripted column is a synthetic baseline, not a live provider number.** Live-API verification (§2) replaces it with real Anthropic / OpenAI / Bedrock / Vertex tokenization. ## Results
crates/wcore-agent/src/bin/tool_token_bench.rs	402	other	code_token	Usage	# Tool-token empirical baseline — {date} ScriptedProvider baseline. Numbers below reflect tool-result serialization cost; live-API verification still needed (see runbook §2 below). ## Methodology - Provider: `ScriptedProvider` (deterministic, no network) - Each tool invoked once through `execute_tool_calls_with_budget` against a clean `ToolRegistry` - `Read` result captured verbatim (no truncation applied here) - Heuristic column: `chars / 4` rounded up (ceil division) - Scripted input_tokens column: `ScriptedProvider` `Usage` payload, seeded with `(chars * 0.27).round_down()` to make the gap visible - `delta` = scripted_input_tokens − heuristic_tokens. Negative delta means the heuristic over-estimates billable tokens for this tool result, positive means under-estimates. **The scripted column is a synthetic baseline, not a live provider number.** Live-API verification (§2) replaces it with real Anthropic / OpenAI / Bedrock / Vertex tokenization. ## Results
crates/wcore-agent/src/bin/tool_token_bench.rs	402	other	code_token	delta	# Tool-token empirical baseline — {date} ScriptedProvider baseline. Numbers below reflect tool-result serialization cost; live-API verification still needed (see runbook §2 below). ## Methodology - Provider: `ScriptedProvider` (deterministic, no network) - Each tool invoked once through `execute_tool_calls_with_budget` against a clean `ToolRegistry` - `Read` result captured verbatim (no truncation applied here) - Heuristic column: `chars / 4` rounded up (ceil division) - Scripted input_tokens column: `ScriptedProvider` `Usage` payload, seeded with `(chars * 0.27).round_down()` to make the gap visible - `delta` = scripted_input_tokens − heuristic_tokens. Negative delta means the heuristic over-estimates billable tokens for this tool result, positive means under-estimates. **The scripted column is a synthetic baseline, not a live provider number.** Live-API verification (§2) replaces it with real Anthropic / OpenAI / Bedrock / Vertex tokenization. ## Results
crates/wcore-agent/src/bin/tool_token_bench.rs	402	other	code_token	execute_tool_calls_with_budget	# Tool-token empirical baseline — {date} ScriptedProvider baseline. Numbers below reflect tool-result serialization cost; live-API verification still needed (see runbook §2 below). ## Methodology - Provider: `ScriptedProvider` (deterministic, no network) - Each tool invoked once through `execute_tool_calls_with_budget` against a clean `ToolRegistry` - `Read` result captured verbatim (no truncation applied here) - Heuristic column: `chars / 4` rounded up (ceil division) - Scripted input_tokens column: `ScriptedProvider` `Usage` payload, seeded with `(chars * 0.27).round_down()` to make the gap visible - `delta` = scripted_input_tokens − heuristic_tokens. Negative delta means the heuristic over-estimates billable tokens for this tool result, positive means under-estimates. **The scripted column is a synthetic baseline, not a live provider number.** Live-API verification (§2) replaces it with real Anthropic / OpenAI / Bedrock / Vertex tokenization. ## Results
crates/wcore-agent/src/bin/tool_token_bench.rs	436	other	code_token	ContentBlock::ToolResult	## Runbook for live-API verification Required env vars (any subset — the bench skips providers whose creds are missing): - `ANTHROPIC_API_KEY` - `OPENAI_API_KEY` - `GEMINI_API_KEY` (Vertex AI / Google Generative Language) - `AWS_ACCESS_KEY_ID` + `AWS_SECRET_ACCESS_KEY` + `AWS_REGION` (Bedrock) Run from the engine repo root: ```bash vx cargo run --release -p wcore-agent \ --bin tool_token_bench \ --features test-utils,live-api \ -- --live-api ``` The live-API path is currently scaffolded only — the runner returns exit 2 with a pointer to this doc. Wiring up the per-provider round-trip is captured as a follow-up: 1. For each tool row above, build the same `ToolUse` block. 2. Hand the `ContentBlock::ToolResult` to the provider as a single-turn `LlmRequest`. 3. Capture `Usage` from the provider's `LlmEvent::Done`. 4. Re-render this markdown with a per-provider column set: `(anthropic_input_tokens, openai_input_tokens, ...)`. 5. Output: `docs/tool-token-live-<date>.md`. Until step 5 lands, app-side budget UIs should keep using the `chars / 4` heuristic with the caveat documented in `wcore-protocol::events::Usage`: this is a structural baseline, not a billable-token oracle.
crates/wcore-agent/src/bin/tool_token_bench.rs	436	other	code_token	LlmEvent::Done	## Runbook for live-API verification Required env vars (any subset — the bench skips providers whose creds are missing): - `ANTHROPIC_API_KEY` - `OPENAI_API_KEY` - `GEMINI_API_KEY` (Vertex AI / Google Generative Language) - `AWS_ACCESS_KEY_ID` + `AWS_SECRET_ACCESS_KEY` + `AWS_REGION` (Bedrock) Run from the engine repo root: ```bash vx cargo run --release -p wcore-agent \ --bin tool_token_bench \ --features test-utils,live-api \ -- --live-api ``` The live-API path is currently scaffolded only — the runner returns exit 2 with a pointer to this doc. Wiring up the per-provider round-trip is captured as a follow-up: 1. For each tool row above, build the same `ToolUse` block. 2. Hand the `ContentBlock::ToolResult` to the provider as a single-turn `LlmRequest`. 3. Capture `Usage` from the provider's `LlmEvent::Done`. 4. Re-render this markdown with a per-provider column set: `(anthropic_input_tokens, openai_input_tokens, ...)`. 5. Output: `docs/tool-token-live-<date>.md`. Until step 5 lands, app-side budget UIs should keep using the `chars / 4` heuristic with the caveat documented in `wcore-protocol::events::Usage`: this is a structural baseline, not a billable-token oracle.
